Train data size: 614
Test data size: 154
Feature columns: ['SkinThickness', 'BMI', 'Insulin', 'Glucose', 'BloodPressure', 'DiabetesPedigreeFunction', 'Pregnancies', 'Age']
[451]   validation_0-auc:0.88864        validation_1-auc:0.80870
[452]   validation_0-auc:0.88877        validation_1-auc:0.80870
[453]   validation_0-auc:0.88879        validation_1-auc:0.80889
[454]   validation_0-auc:0.88874        validation_1-auc:0.80889
[455]   validation_0-auc:0.88882        validation_1-auc:0.80870
[456]   validation_0-auc:0.88868        validation_1-auc:0.80889
[457]   validation_0-auc:0.88867        validation_1-auc:0.80870
[458]   validation_0-auc:0.88875        validation_1-auc:0.80833
[459]   validation_0-auc:0.88876        validation_1-auc:0.80852
[460]   validation_0-auc:0.88883        validation_1-auc:0.80852
[461]   validation_0-auc:0.88879        validation_1-auc:0.80852
[462]   validation_0-auc:0.88882        validation_1-auc:0.80852
[463]   validation_0-auc:0.88884        validation_1-auc:0.80852
[464]   validation_0-auc:0.88884        validation_1-auc:0.80852
[465]   validation_0-auc:0.88888        validation_1-auc:0.80833
[466]   validation_0-auc:0.88886        validation_1-auc:0.80907
[467]   validation_0-auc:0.88889        validation_1-auc:0.80907
[468]   validation_0-auc:0.88882        validation_1-auc:0.80926
[469]   validation_0-auc:0.88890        validation_1-auc:0.80907
[470]   validation_0-auc:0.88884        validation_1-auc:0.80907
[471]   validation_0-auc:0.88897        validation_1-auc:0.80907
[472]   validation_0-auc:0.88897        validation_1-auc:0.80926
[473]   validation_0-auc:0.88894        validation_1-auc:0.80926
[474]   validation_0-auc:0.88900        validation_1-auc:0.80944
[475]   validation_0-auc:0.88895        validation_1-auc:0.80926
[476]   validation_0-auc:0.88887        validation_1-auc:0.80944
[477]   validation_0-auc:0.88889        validation_1-auc:0.80926
[478]   validation_0-auc:0.88894        validation_1-auc:0.80907
[479]   validation_0-auc:0.88894        validation_1-auc:0.80907
[480]   validation_0-auc:0.88889        validation_1-auc:0.80889
[481]   validation_0-auc:0.88890        validation_1-auc:0.80870
[482]   validation_0-auc:0.88894        validation_1-auc:0.80907
[483]   validation_0-auc:0.88897        validation_1-auc:0.80907
[484]   validation_0-auc:0.88910        validation_1-auc:0.80907
[485]   validation_0-auc:0.88908        validation_1-auc:0.80889
[486]   validation_0-auc:0.88912        validation_1-auc:0.80907
[487]   validation_0-auc:0.88917        validation_1-auc:0.80907
[488]   validation_0-auc:0.88926        validation_1-auc:0.80907
[489]   validation_0-auc:0.88935        validation_1-auc:0.80870
[490]   validation_0-auc:0.88928        validation_1-auc:0.80852
[491]   validation_0-auc:0.88933        validation_1-auc:0.80870
[492]   validation_0-auc:0.88939        validation_1-auc:0.80852
[493]   validation_0-auc:0.88945        validation_1-auc:0.80870
[494]   validation_0-auc:0.88942        validation_1-auc:0.80926
[495]   validation_0-auc:0.88947        validation_1-auc:0.80907
[496]   validation_0-auc:0.88953        validation_1-auc:0.80926
[497]   validation_0-auc:0.88958        validation_1-auc:0.80907
[498]   validation_0-auc:0.88958        validation_1-auc:0.80907
[499]   validation_0-auc:0.88956        validation_1-auc:0.80870
Model saved at: ./models/2024-4-5-22-31-33.json
Running final evaluation:
Evaluation model loaded!
[0.55047476 0.31071088 0.24821246 0.31175184 0.16645807 0.27916422
 0.3699702  0.53967226 0.18369868 0.6194244  0.3845092  0.41190323
 0.24483576 0.23139139 0.2349318  0.34243366 0.5506448  0.18701735
 0.6387885  0.25761008 0.27201298 0.6057505  0.28403962 0.6257881
 0.41942888 0.19562288 0.6243274  0.15778422 0.35235953 0.16857782
 0.17418449 0.16200207 0.4416965  0.49797413 0.5781876  0.21738212
 0.29092264 0.18258123 0.54146284 0.44055095 0.35278016 0.3170342
 0.19419108 0.32935447 0.2572908  0.38572922 0.19402927 0.20605335
 0.58990884 0.35720512 0.3844448  0.5588117  0.4358471  0.16474305
 0.50058836 0.30970132 0.4769118  0.3208254  0.635189   0.25628564
 0.66091853 0.2569384  0.16604549 0.6680314  0.15862565 0.35169268
 0.64352506 0.16593139 0.3217515  0.5482646  0.22379996 0.17529298
 0.43565416 0.4013376  0.16258474 0.2838131  0.16782784 0.46047527
 0.19861448 0.18783371 0.16482785 0.3529704  0.166872   0.33740294
 0.31269377 0.20433956 0.41596144 0.4274051  0.18427898 0.2829355
 0.512064   0.5726778  0.23701973 0.24332783 0.4673163  0.47466514
 0.47114667 0.50346184 0.62540036 0.16170664 0.16428576 0.2945103
 0.23418997 0.2559816  0.65689814 0.22597642 0.6361605  0.21237098
 0.5200845  0.291237   0.43738076 0.6818739  0.3970065  0.46585763
 0.37521252 0.23450837 0.3378474  0.20101239 0.48545185 0.183242
 0.6214881  0.18498458 0.3284732  0.50624627 0.3035519  0.66322815
 0.5362906  0.33797848 0.17449254 0.21072179 0.2071705  0.5218644
 0.28243798 0.5744944  0.6068396  0.16539355 0.1738686  0.16567712
 0.16351944 0.23528804 0.16482952 0.3215104  0.20412976 0.15834938
 0.21954206 0.22228554 0.35763142 0.51649994 0.3449283  0.15715513
 0.21266375 0.21516536 0.640439   0.19527043]
Eval AUC-ROC score: 0.8087037037037037
